rank,cluster_id,violation_count,center_lat,center_lon,top_violation_types,matched_junction,police_stations
413,937,31,12.998265474193545,77.69312025161291,"{'WRONG PARKING': 31, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Mahadevapura']
414,500,31,12.909757741935485,77.51337037741935,"{'NO PARKING': 27, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Kengeri']
415,214,31,12.97612556451613,77.61498812903226,"{'NO PARKING': 29, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),"['Halasur', 'Shivajinagar']"
416,248,31,12.98249650967742,77.59552283548388,"{'NO PARKING': 27, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",BTP166 - Coffee Board Junction,['Cubbon Park']
417,790,31,12.947480229032259,77.52420955161291,"{'NO PARKING': 25, 'PARKING IN A MAIN ROAD': 23, 'WRONG PARKING': 6}",BTP098 - Nayandahalli Junction,['Byatarayanapura']
418,323,31,12.931784403225807,77.61380011290325,"{'NO PARKING': 22, 'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 1}",BTP140 - Madiwala Check Post,"['Adugodi', 'Madiwala']"
419,249,31,12.907830231290323,77.67591353129032,"{'WRONG PARKING': 23, 'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Bellandur']
420,370,31,12.979876109677422,77.53867444516128,"{'NO PARKING': 19, 'WRONG PARKING': 12, 'DEFECTIVE NUMBER PLATE': 1}","BTP025 - Puttamma Choultry, Nagarbhavi","['Magadi Road', 'Vijayanagara']"
421,383,31,13.035366006451612,77.56748315161292,"{'NO PARKING': 22, 'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),"['Kodigehalli', 'Sadashivanagar']"
422,682,30,12.85432268,77.66211305,"{'NO PARKING': 30, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Electronic City']
423,919,30,12.941635843999999,77.56160868200001,"{'WRONG PARKING': 28, 'NO PARKING': 2, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Basavanagudi']
424,450,30,13.048923833333335,77.54767913666667,"{'NO PARKING': 29, 'WRONG PARKING': 26, 'PARKING ON FOOTPATH': 14}",UNCATALOGUED (no official junction tag),['Jalahalli']
425,844,30,12.924767888000002,77.57523983499999,{'NO PARKING': 30},"BTP114 - KR Road Junction, Near JSS",['Banashankari']
426,797,30,12.956215673333336,77.71100571333334,"{'WRONG PARKING': 29, 'PARKING IN A MAIN ROAD': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
427,779,30,13.015127743333329,77.52967986333333,"{'WRONG PARKING': 28, 'NO PARKING': 21, 'PARKING IN A MAIN ROAD': 20}",UNCATALOGUED (no official junction tag),['Rajajinagar']
428,266,30,12.983528939999996,77.67985515,"{'WRONG PARKING': 28, 'PARKING OPPOSITE TO ANOTHER PARKED VEHICLE': 21, 'DEFECTIVE NUMBER PLATE': 7}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Mahadevapura']"
429,859,30,12.97150007,77.56607494333335,"{'WRONG PARKING': 30, 'DEFECTIVE NUMBER PLATE': 1}",BTP074 - Leprosy Hospital Junction,['Magadi Road']
430,773,30,12.966178573333336,77.54850234333331,"{'NO PARKING': 29, 'WRONG PARKING': 1, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Magadi Road']
431,536,29,12.988048324137932,77.52041677931034,"{'NO PARKING': 29, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
432,775,29,12.95884505517242,77.65979440448274,"{'NO PARKING': 24, 'PARKING IN A MAIN ROAD': 20, 'WRONG PARKING': 5}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
433,991,29,12.915108531034484,77.61581645517242,"{'WRONG PARKING': 24, 'NO PARKING': 5}","BTP164 - 29th Main Road, BTM Layout",['Mico Layout']
434,393,29,13.020603886206896,77.65677507586209,"{'WRONG PARKING': 19, 'NO PARKING': 10}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Hennuru']"
435,782,29,12.992117165517245,77.55086288965518,"{'WRONG PARKING': 25, 'NO PARKING': 4, 'PARKING ON FOOTPATH': 2}","BTP170 - Dr. Bheem Rao Palace, Chord Road",['Vijayanagara']
436,825,29,12.919943158620685,77.58072913793104,"{'WRONG PARKING': 27, 'PARKING IN A MAIN ROAD': 2, 'NO PARKING': 2}","BTP191 - 40th Cross, 4th Main, Jayanagar",['Jayanagara']
437,108,29,13.068134203448274,77.62935995172413,"{'NO PARKING': 28, 'PARKING IN A MAIN ROAD': 13, 'WRONG PARKING': 5}",UNCATALOGUED (no official junction tag),['Hennuru']
438,503,29,13.017712989655173,77.54831265517242,"{'WRONG PARKING': 28, 'NO PARKING': 1, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),"['Rajajinagar', 'Yeshwanthpura']"
439,188,28,13.03844245,77.56622651071429,"{'WRONG PARKING': 15, 'NO PARKING': 13, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
440,962,28,13.013150571428572,77.53469619642856,"{'NO PARKING': 28, 'PARKING IN A MAIN ROAD': 6, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Rajajinagar']
441,491,28,12.938768525,77.57837833214285,"{'NO PARKING': 27, 'WRONG PARKING': 1}","BTP186 - 9th Cross, 4th Main, Jayanagar",['Basavanagudi']
442,98,28,12.910718203571426,77.58071371428571,{'WRONG PARKING': 28},BTP196 - Sarakki Main Road,['J.P. Nagar']
443,561,28,12.923018967857141,77.61903955357141,"{'NO PARKING': 28, 'PARKING IN A MAIN ROAD': 2, 'WRONG PARKING': 2}",BTP137 - Madiwala Traffic PS Junction,['Madiwala']
444,931,28,12.960983375,77.55094744642858,"{'NO PARKING': 28, 'DEFECTIVE NUMBER PLATE': 1}","BTP093 - Toll Gate, Mysore Road",['Magadi Road']
445,274,28,12.922227114285715,77.61048440357145,"{'WRONG PARKING': 27, 'PARKING IN A MAIN ROAD': 21, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Madiwala', 'Mico Layout']"
446,770,28,12.948975867857142,77.52328622499999,"{'PARKING IN A MAIN ROAD': 15, 'NO PARKING': 15, 'WRONG PARKING': 13}",UNCATALOGUED (no official junction tag),['Byatarayanapura']
447,224,28,12.985436372142857,77.5269362625,"{'WRONG PARKING': 19, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
448,135,28,12.93795399642857,77.55734040357142,"{'WRONG PARKING': 21, 'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 7}",UNCATALOGUED (no official junction tag),['Basavanagudi']
449,646,28,13.067720407142856,77.5803164892857,"{'WRONG PARKING': 28, 'DOUBLE PARKING': 3, 'PARKING NEAR ROAD CROSSING': 2}",UNCATALOGUED (no official junction tag),['Kodigehalli']
450,710,27,13.064056022222223,77.65120770370369,"{'WRONG PARKING': 24, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Hennuru']
451,352,27,13.161294707407407,77.62647797407408,"{'NO PARKING': 15, 'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 8}",UNCATALOGUED (no official junction tag),['Chikkajala']
452,571,27,12.955123966666667,77.57382296666665,"{'NO PARKING': 27, 'DEFECTIVE NUMBER PLATE': 2}",BTP106 - VV Puram College,['V.V.Puram (C.Pet)']
453,757,27,13.000162951851852,77.61604953333332,"{'WRONG PARKING': 23, 'NO PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
454,192,27,12.89237924074074,77.57202640370372,"{'WRONG PARKING': 18, 'NO PARKING': 9, 'PARKING ON FOOTPATH': 2}",UNCATALOGUED (no official junction tag),"['J.P. Nagar', 'Thalagattapura']"
455,748,27,12.978206892592592,77.63662464074075,"{'NO PARKING': 25, 'DEFECTIVE NUMBER PLATE': 3, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
456,643,27,12.915454666666664,77.69867370370372,"{'WRONG PARKING': 26, 'DEFECTIVE NUMBER PLATE': 4, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['Bellandur']
457,928,27,13.024608611111113,77.58979288888888,"{'NO PARKING': 23, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
458,598,27,13.013223622222222,77.6991355148148,"{'NO PARKING': 20, 'WRONG PARKING': 7, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['K.R. Pura']
459,543,27,13.036127188888887,77.73673238518519,"{'WRONG PARKING': 18, 'NO PARKING': 11, 'PARKING NEAR ROAD CROSSING': 8}",UNCATALOGUED (no official junction tag),['K.R. Pura']
460,305,27,12.933560022222222,77.62295670370371,"{'NO PARKING': 18, 'WRONG PARKING': 9}",UNCATALOGUED (no official junction tag),['Adugodi']
461,344,27,12.957169170370369,77.56894564444444,"{'NO PARKING': 26, 'PARKING IN A MAIN ROAD': 4, 'PARKING ON FOOTPATH': 3}",BTP217 - Baleyele Junction,['V.V.Puram (C.Pet)']
462,707,27,12.979373666666671,77.75134501111113,"{'NO PARKING': 24, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Whitefield']
463,873,27,12.96723777777778,77.58658582962964,"{'WRONG PARKING': 20, 'NO PARKING': 7, 'DEFECTIVE NUMBER PLATE': 1}",BTP077 - Halasuru Gate Junction,['Halasuru Gate']
464,852,27,13.006029840740743,77.56475635925926,"{'WRONG PARKING': 17, 'NO PARKING': 10, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 2}",UNCATALOGUED (no official junction tag),['Malleshwaram']
465,346,27,13.0374266,77.53537512592594,"{'NO PARKING': 18, 'WRONG PARKING': 9, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Jalahalli']
466,945,26,12.954009992307693,77.57222016923077,{'NO PARKING': 26},BTP106 - VV Puram College,['V.V.Puram (C.Pet)']
467,295,26,12.958211346153847,77.59297770384616,"{'NO PARKING': 17, 'WRONG PARKING': 9}","BTP102 - BMTC Junction, KH Road","['Ashok Nagar', 'Halasuru Gate', 'Wilson Garden']"
468,200,26,12.993425034615383,77.56797972692308,"{'NO PARKING': 23, 'WRONG PARKING': 3, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Sheshadripuram']
469,802,26,13.024725746153846,77.547015,"{'WRONG PARKING': 24, 'PARKING IN A MAIN ROAD': 10, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
470,171,26,12.919234119230767,77.54215834961539,"{'WRONG PARKING': 25, 'PARKING IN A MAIN ROAD': 14, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Banashankari']
471,845,26,12.943458673076925,77.60777348846153,"{'NO PARKING': 23, 'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 8}",BTP133 - Adugodi Junction,['Adugodi']
472,519,26,12.952656426923076,77.61963863846152,"{'NO PARKING': 24, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Ashok Nagar']
473,888,26,12.986702138461538,77.6901161576923,"{'WRONG PARKING': 26, 'DEFECTIVE NUMBER PLATE': 2, 'WITHOUT SIDE MIRROR': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
474,522,26,12.990133923076923,77.60379602307691,"{'NO PARKING': 14, 'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Shivajinagar']
475,759,26,12.99089420076923,77.68772292653846,"{'WRONG PARKING': 18, 'NO PARKING': 14, 'PARKING IN A MAIN ROAD': 9}",UNCATALOGUED (no official junction tag),['Mahadevapura']
476,621,26,12.956711692307692,77.64151601153846,"{'NO PARKING': 25, 'WRONG PARKING': 1, 'DEFECTIVE NUMBER PLATE': 1}",BTP146 - Domlur Water Tank,"['Halasur', 'Jeevanbheemanagar']"
477,616,26,13.004499803846155,77.7101530576923,"{'WRONG PARKING': 22, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['K.R. Pura']
478,286,26,12.955717565384615,77.72086891923077,"{'WRONG PARKING': 18, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Whitefield']
479,966,26,12.986813496153847,77.60848991153847,"{'NO PARKING': 26, 'DEFECTIVE NUMBER PLATE': 3, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
480,573,26,13.01896605,77.58493708076922,"{'NO PARKING': 16, 'WRONG PARKING': 10, 'DOUBLE PARKING': 2}",BTP030 - Mekhri Circle,['R.T. Nagar']
481,420,25,12.976636644000001,77.564525516,"{'WRONG PARKING': 19, 'NO PARKING': 6, 'DEFECTIVE NUMBER PLATE': 4}",BTP074 - Leprosy Hospital Junction,['Magadi Road']
482,429,25,12.987542176,77.60195806799999,"{'WRONG PARKING': 21, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Shivajinagar']
483,152,25,13.098520168,77.57351881599999,"{'NO PARKING': 23, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Yelahanka']
484,711,25,12.891936908,77.631976596,{'WRONG PARKING': 25},UNCATALOGUED (no official junction tag),['Hulimavu']
485,258,25,12.987430147999998,77.578489584,"{'NO PARKING': 18, 'WRONG PARKING': 7}",BTP054 - Shivananda Circle,['High ground']
486,583,25,13.0520301264,77.4874475564,"{'WRONG PARKING': 24, 'NO PARKING': 2, 'DOUBLE PARKING': 1}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
487,914,25,13.055179623999997,77.764519272,"{'WRONG PARKING': 16, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 9}",UNCATALOGUED (no official junction tag),['K.R. Pura']
488,605,24,12.979796491666667,77.51062689583334,"{'NO PARKING': 20, 'PARKING IN A MAIN ROAD': 15, 'PARKING NEAR ROAD CROSSING': 6}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
489,374,24,12.860931233333332,77.52947303333333,"{'WRONG PARKING': 14, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['Thalagattapura']
490,575,24,12.956625308333335,77.7453538875,"{'WRONG PARKING': 16, 'NO PARKING': 11, 'PARKING IN A MAIN ROAD': 7}",UNCATALOGUED (no official junction tag),['Whitefield']
491,497,24,12.987215445833334,77.56788867499999,"{'NO PARKING': 20, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Sheshadripuram']
492,562,23,12.934789060869566,77.62335186521739,"{'NO PARKING': 20, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Adugodi']
493,780,23,12.98750189130435,77.70925940869564,"{'WRONG PARKING': 18, 'NO PARKING': 5, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
494,565,23,12.913754704347824,77.66653584347824,"{'NO PARKING': 19, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Bellandur']
495,806,23,12.93955183478261,77.49302874347825,"{'NO PARKING': 22, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
496,30,23,12.949293865217392,77.60592689130435,"{'NO PARKING': 16, 'WRONG PARKING': 7}",BTP132 - Anepalya Junction,['Adugodi']
497,884,23,12.96151412173913,77.61567342608696,{'WRONG PARKING': 23},BTP142 - Lower Agram Road Junction,['Ashok Nagar']
498,307,23,12.985189278260869,77.57242548260868,"{'NO PARKING': 14, 'WRONG PARKING': 9, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Sheshadripuram']
499,167,22,12.986051631818183,77.48794810909091,"{'NO PARKING': 20, 'WRONG PARKING': 2, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
500,256,22,12.999328122727269,77.58380176818183,"{'WRONG PARKING': 18, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Sadashivanagar']
501,311,22,12.994633649999999,77.60771265454545,"{'NO PARKING': 17, 'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
502,524,22,12.99857967272727,77.52411716363636,"{'NO PARKING': 22, 'PARKING IN A MAIN ROAD': 11}",UNCATALOGUED (no official junction tag),['Peenya']
503,811,22,12.930945168181815,77.60825897272728,"{'WRONG PARKING': 21, 'DEFECTIVE NUMBER PLATE': 2, 'PARKING IN A MAIN ROAD': 1}",BTP136 - Hosur-Tavarkere Road Junction,['Mico Layout']
504,424,22,12.963637136363637,77.56908890909088,"{'WRONG PARKING': 16, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 5}",BTP085 - Briyand Circle,['Chamarajpet']
505,595,22,12.940021904545455,77.69282856818181,"{'NO PARKING': 22, 'PARKING IN A MAIN ROAD': 6, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
506,276,22,13.02240277727273,77.65783621363636,"{'WRONG PARKING': 16, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Hennuru']"
507,563,22,12.950621427272724,77.58251895000002,"{'WRONG PARKING': 22, 'DEFECTIVE NUMBER PLATE': 1}",BTP184 - Lalbagh West Gate,"['City Market', 'Wilson Garden']"
508,816,22,12.967417145454544,77.60324273636364,"{'NO PARKING': 22, 'PARKING IN A MAIN ROAD': 16}","BTP099 - Cash Pharmacy, Residency Road",['Ashok Nagar']
509,630,22,12.987417077272728,77.58258061363637,"{'NO PARKING': 22, 'WRONG PARKING': 3, 'DEFECTIVE NUMBER PLATE': 2}",BTP054 - Shivananda Circle,['High ground']
510,291,22,12.894629034090906,77.63772934272727,{'NO PARKING': 22},UNCATALOGUED (no official junction tag),['HSR Layout']
511,201,21,12.959394038095237,77.65416233333333,"{'WRONG PARKING': 14, 'NO PARKING': 8, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
512,861,21,12.953903509523808,77.74444198571427,"{'NO PARKING': 16, 'WRONG PARKING': 8, 'PARKING IN A MAIN ROAD': 5}",UNCATALOGUED (no official junction tag),['Whitefield']
513,470,21,12.86645549047619,77.53494386190475,"{'WRONG PARKING': 17, 'PARKING IN A MAIN ROAD': 4, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Thalagattapura']
514,313,21,13.020616663333332,77.5840996047619,"{'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 7, 'NO PARKING': 7}",UNCATALOGUED (no official junction tag),"['R.T. Nagar', 'Sadashivanagar']"
515,181,21,12.991302785714286,77.60718473809523,"{'NO PARKING': 20, 'PARKING IN A MAIN ROAD': 9, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
516,896,21,12.980017876190475,77.59929138095238,"{'WRONG PARKING': 21, 'DEFECTIVE NUMBER PLATE': 2, 'NO PARKING': 1}",BTP042 - Minsk Square Junction (CTO),['Cubbon Park']
517,739,21,12.975157594761905,77.69760250523811,"{'WRONG PARKING': 20, 'PARKING IN A MAIN ROAD': 12, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['Mahadevapura']
518,584,21,12.98915789047619,77.57829469999999,"{'NO PARKING': 16, 'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",BTP054 - Shivananda Circle,['Sheshadripuram']
519,416,21,12.964218261904758,77.57093043809523,"{'WRONG PARKING': 11, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 3}",BTP085 - Briyand Circle,"['Chamarajpet', 'V.V.Puram (C.Pet)']"
520,694,21,13.017360095238095,77.70461603809524,"{'NO PARKING': 19, 'DEFECTIVE NUMBER PLATE': 2, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['K.R. Pura']
521,394,21,13.015900633333334,77.5437770904762,"{'WRONG PARKING': 12, 'NO PARKING': 9, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Rajajinagar']
522,402,21,13.004757976190476,77.56238754761904,"{'WRONG PARKING': 18, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Malleshwaram']
523,423,21,12.950051728571427,77.68992886190476,"{'NO PARKING': 19, 'WRONG PARKING': 2, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
524,240,21,13.034736347619049,77.73403905238096,"{'PARKING ON FOOTPATH': 21, 'NO PARKING': 21}",UNCATALOGUED (no official junction tag),['K.R. Pura']
525,715,21,13.010809804761905,77.59514176190476,"{'NO PARKING': 16, 'WRONG PARKING': 5, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
526,979,20,13.00059401,77.621780065,"{'NO PARKING': 20, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
527,221,20,12.944847000000001,77.602748085,"{'WRONG PARKING': 11, 'NO PARKING': 9}",BTP134 - Mico Bande,['Adugodi']
528,634,20,13.052780175,77.57493789500002,"{'WRONG PARKING': 20, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
529,207,20,12.956087225,77.73008332750001,"{'NO PARKING': 18, 'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 7}",UNCATALOGUED (no official junction tag),['Whitefield']
530,700,20,13.030544144999999,77.5602381,"{'WRONG PARKING': 18, 'NO PARKING': 2, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
531,534,20,12.951417625000001,77.595056945,"{'NO PARKING': 12, 'WRONG PARKING': 8, 'DEFECTIVE NUMBER PLATE': 1}",BTP122 - Siddapura Junction,['Wilson Garden']
532,645,20,12.904471605500003,77.702199029,"{'WRONG PARKING': 19, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Bellandur']
533,622,20,13.05745407,77.472669825,"{'WRONG PARKING': 16, 'NO PARKING': 5, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
534,422,20,13.004394765,77.71226077,"{'WRONG PARKING': 16, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['K.R. Pura']
535,671,20,13.023932481500001,77.5488180215,"{'WRONG PARKING': 12, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 10}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
536,747,20,12.82313911,77.68552968000002,"{'WRONG PARKING': 20, 'PARKING IN A MAIN ROAD': 12, 'PARKING ON FOOTPATH': 3}",UNCATALOGUED (no official junction tag),['Electronic City']
537,546,20,13.05662357,77.651725295,"{'WRONG PARKING': 14, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['Hennuru']
538,559,20,13.010648495000002,77.53594410000001,"{'NO PARKING': 16, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Rajajinagar']
539,526,19,12.956729905263158,77.5923821105263,"{'NO PARKING': 18, 'WRONG PARKING': 1}","BTP102 - BMTC Junction, KH Road",['Wilson Garden']
540,705,19,12.971728015263158,77.64957470578948,"{'PARKING IN A MAIN ROAD': 13, 'WRONG PARKING': 11, 'NO PARKING': 8}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
541,331,19,13.00017837736842,77.68509701473685,"{'NO PARKING': 14, 'PARKING IN A MAIN ROAD': 8, 'WRONG PARKING': 5}",UNCATALOGUED (no official junction tag),['Mahadevapura']
542,461,19,13.011621763157896,77.52884392631577,"{'NO PARKING': 11, 'PARKING IN A MAIN ROAD': 10, 'WRONG PARKING': 8}",UNCATALOGUED (no official junction tag),['Rajajinagar']
543,453,19,12.952159736842104,77.64018230526317,{'NO PARKING': 19},UNCATALOGUED (no official junction tag),"['Halasur', 'Jeevanbheemanagar']"
544,396,19,12.969951942105263,77.61502584210525,{'NO PARKING': 19},BTP141 - Palmgroove Junction,['Halasur']
545,297,19,12.982984557894737,77.56812218947368,"{'NO PARKING': 15, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Sheshadripuram']
546,733,19,13.016773726315789,77.5891058,{'WRONG PARKING': 19},UNCATALOGUED (no official junction tag),['R.T. Nagar']
547,680,19,12.938106747368423,77.62135861052633,{'WRONG PARKING': 19},UNCATALOGUED (no official junction tag),['Adugodi']
548,938,19,13.02513385263158,77.52006062631578,"{'WRONG PARKING': 16, 'NO PARKING': 3, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Peenya']
549,210,19,12.946996121052631,77.59437361052632,"{'NO PARKING': 18, 'WRONG PARKING': 1}","BTP123 - 10th Cross, Wilson Garden",['Wilson Garden']
550,443,19,12.910487189473683,77.61003476842107,"{'NO PARKING': 12, 'WRONG PARKING': 7}",UNCATALOGUED (no official junction tag),['Mico Layout']
551,112,19,12.955795249473685,77.69212591789473,"{'WRONG PARKING': 12, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
552,339,19,12.969919457894736,77.63112534736842,"{'NO PARKING': 15, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Halasur']
553,658,19,12.934999721052632,77.6970984,"{'WRONG PARKING': 15, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
554,523,19,13.248566110526315,77.71561622631579,"{'WRONG PARKING': 14, 'NO PARKING': 8, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Devanahalli Airport']
555,338,19,13.085203484210526,77.4864690157895,"{'WRONG PARKING': 19, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Chikkabanavara']
556,545,19,13.028974436842105,77.66409552105263,"{'NO PARKING': 17, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Hennuru']"
557,349,19,13.059857357368418,77.50683313368422,"{'NO PARKING': 16, 'WRONG PARKING': 4, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),['Chikkabanavara']
558,574,19,12.959964657894737,77.53221714736841,"{'WRONG PARKING': 16, 'NO PARKING': 3, 'PARKING IN A MAIN ROAD': 3}",BTP017 - Attiguppe Circle,['Byatarayanapura']
559,745,19,12.887470221052633,77.73848478421053,"{'WRONG PARKING': 19, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 13, 'PARKING IN A MAIN ROAD': 11}",UNCATALOGUED (no official junction tag),"['No Police Station', 'Whitefield']"
560,301,19,12.968761094736843,77.5592986368421,"{'WRONG PARKING': 15, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Magadi Road']
